ATCC8482_locus_tag	CL09_locus_tag	ATCC8482_gene	CL09_gene	ATCC8482_product	CL09_product	forward_bitscore	reverse_bitscore	forward_pident	reverse_pident	forward_qcovs	reverse_qcovs
JJAGMNAF_00227	BHNFMJIF_04066	rhaS_1	rhaS_9	HTH-type transcriptional activator RhaS	HTH-type transcriptional activator RhaS	593.0	593.0	100.0	100.0	100.0	100.0
JJAGMNAF_00228	BHNFMJIF_04065	fdh	fdh	D-threo-aldose 1-dehydrogenase	D-threo-aldose 1-dehydrogenase	641.0	641.0	99.355	99.355	100.0	100.0
JJAGMNAF_00229	BHNFMJIF_04064			hypothetical protein	hypothetical protein	646.0	646.0	100.0	100.0	100.0	100.0
JJAGMNAF_00230	BHNFMJIF_04063	fucP_1	fucP_5	L-fucose-proton symporter	L-fucose-proton symporter	747.0	747.0	100.0	100.0	100.0	100.0
JJAGMNAF_00231	BHNFMJIF_04062	yjmD	yjmD	putative zinc-type alcohol dehydrogenase-like protein YjmD	putative zinc-type alcohol dehydrogenase-like protein YjmD	657.0	657.0	99.705	99.705	100.0	100.0
JJAGMNAF_00232	BHNFMJIF_04061			hypothetical protein	hypothetical protein	388.0	388.0	100.0	100.0	100.0	100.0
JJAGMNAF_00238	BHNFMJIF_03695			hypothetical protein	hypothetical protein	241.0	241.0	97.887	97.887	100.0	100.0
JJAGMNAF_00239	BHNFMJIF_03694			hypothetical protein	hypothetical protein	202.0	202.0	100.0	100.0	100.0	100.0
JJAGMNAF_00241	BHNFMJIF_03693		oatWY	hypothetical protein	Polysialic acid O-acetyltransferase	338.0	337.0	96.045	96.61	100.0	72.0
JJAGMNAF_00242	BHNFMJIF_03692	patA	patA	Peptidoglycan O-acetyltransferase	Peptidoglycan O-acetyltransferase	846.0	846.0	100.0	100.0	100.0	100.0
JJAGMNAF_00243	BHNFMJIF_03691			hypothetical protein	hypothetical protein	659.0	659.0	99.375	99.375	100.0	100.0
JJAGMNAF_00244	BHNFMJIF_03690			hypothetical protein	hypothetical protein	946.0	946.0	100.0	100.0	100.0	100.0
JJAGMNAF_00245	BHNFMJIF_03689			hypothetical protein	hypothetical protein	207.0	207.0	100.0	100.0	100.0	100.0
JJAGMNAF_00246	BHNFMJIF_03688	mdtC_3	mdtC_4	Multidrug resistance protein MdtC	Multidrug resistance protein MdtC	1972.0	1972.0	99.905	99.905	100.0	100.0
JJAGMNAF_00247	BHNFMJIF_03687	mdtE_1	mdtE_1	Multidrug resistance protein MdtE	Multidrug resistance protein MdtE	698.0	698.0	100.0	100.0	100.0	100.0
JJAGMNAF_00248	BHNFMJIF_03686			hypothetical protein	hypothetical protein	874.0	874.0	99.773	99.773	100.0	100.0
JJAGMNAF_00249	BHNFMJIF_03685			hypothetical protein	hypothetical protein	426.0	414.0	99.519	99.505	99.0	90.0
JJAGMNAF_00250	BHNFMJIF_03684	lpxA_2	lpxA_2	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	522.0	522.0	100.0	100.0	100.0	100.0
JJAGMNAF_00251	BHNFMJIF_03683	cusC_1	cusC_1	Cation efflux system protein CusC	Cation efflux system protein CusC	915.0	915.0	99.783	99.783	100.0	99.0
JJAGMNAF_00252	BHNFMJIF_03682	bepE_1	bepE_5	Efflux pump membrane transporter BepE	Efflux pump membrane transporter BepE	2055.0	2055.0	99.907	99.907	100.0	100.0
JJAGMNAF_00253	BHNFMJIF_03681	mepA_1	mepA_7	Multidrug/solvent efflux pump periplasmic linker protein MepA	Multidrug/solvent efflux pump periplasmic linker protein MepA	721.0	721.0	99.752	99.752	100.0	100.0
JJAGMNAF_00254	BHNFMJIF_03680	maeB	maeB	NADP-dependent malic enzyme	NADP-dependent malic enzyme	1540.0	1538.0	99.737	99.737	100.0	100.0
JJAGMNAF_00255	BHNFMJIF_03679	gdhA	gdhA	NAD(P)-specific glutamate dehydrogenase	NAD(P)-specific glutamate dehydrogenase	890.0	890.0	100.0	100.0	100.0	100.0
JJAGMNAF_00260	BHNFMJIF_03673			hypothetical protein	hypothetical protein	2004.0	2004.0	99.898	99.898	100.0	100.0
JJAGMNAF_00261	BHNFMJIF_03672	gdhB	gdhB	NAD-specific glutamate dehydrogenase	NAD-specific glutamate dehydrogenase	922.0	922.0	100.0	100.0	100.0	100.0
JJAGMNAF_00262	BHNFMJIF_03671			hypothetical protein	hypothetical protein	270.0	270.0	100.0	100.0	99.0	100.0
JJAGMNAF_00263	BHNFMJIF_03670			hypothetical protein	hypothetical protein	910.0	910.0	100.0	100.0	100.0	100.0
JJAGMNAF_00264	BHNFMJIF_03669	ybdM_1	ybdM	putative protein YbdM	putative protein YbdM	353.0	353.0	100.0	100.0	100.0	100.0
JJAGMNAF_00265	BHNFMJIF_03668			hypothetical protein	hypothetical protein	1128.0	1126.0	99.489	99.489	97.0	99.0
JJAGMNAF_00266	BHNFMJIF_03667	mdh_1	mdh_2	Malate dehydrogenase	Malate dehydrogenase	572.0	572.0	100.0	100.0	94.0	94.0
JJAGMNAF_00267	BHNFMJIF_03666			hypothetical protein	hypothetical protein	528.0	528.0	100.0	100.0	100.0	100.0
JJAGMNAF_00270	BHNFMJIF_03664			hypothetical protein	hypothetical protein	563.0	562.0	99.085	99.085	100.0	100.0
JJAGMNAF_00271	BHNFMJIF_03663			hypothetical protein	hypothetical protein	758.0	768.0	99.233	99.233	100.0	100.0
JJAGMNAF_00272	BHNFMJIF_03662			hypothetical protein	hypothetical protein	828.0	828.0	100.0	100.0	100.0	100.0
JJAGMNAF_00273	BHNFMJIF_03661			hypothetical protein	hypothetical protein	288.0	288.0	98.592	98.592	100.0	100.0
JJAGMNAF_00274	BHNFMJIF_03660			hypothetical protein	hypothetical protein	249.0	249.0	100.0	100.0	100.0	100.0
JJAGMNAF_00275	BHNFMJIF_03659			hypothetical protein	hypothetical protein	1088.0	1087.0	99.675	99.675	100.0	100.0
JJAGMNAF_00276	BHNFMJIF_03658			Iron-sulfur cluster carrier protein	Iron-sulfur cluster carrier protein	691.0	691.0	99.454	99.454	99.0	100.0
JJAGMNAF_00277	BHNFMJIF_03657	trmB	trmB	tRNA (guanine-N(7)-)-methyltransferase	tRNA (guanine-N(7)-)-methyltransferase	523.0	523.0	100.0	100.0	100.0	100.0
JJAGMNAF_00278	BHNFMJIF_03656			hypothetical protein	hypothetical protein	298.0	298.0	100.0	100.0	71.0	89.0
JJAGMNAF_00279	BHNFMJIF_03655	ilvE	ilvE	Branched-chain-amino-acid aminotransferase	Branched-chain-amino-acid aminotransferase	660.0	660.0	100.0	100.0	100.0	100.0
JJAGMNAF_00280	BHNFMJIF_03654	xseB	xseB	Exodeoxyribonuclease 7 small subunit	Exodeoxyribonuclease 7 small subunit	133.0	133.0	100.0	100.0	100.0	100.0
JJAGMNAF_00281	BHNFMJIF_03653	xseA	xseA	Exodeoxyribonuclease 7 large subunit	Exodeoxyribonuclease 7 large subunit	904.0	904.0	100.0	100.0	100.0	100.0
JJAGMNAF_00282	BHNFMJIF_03652			hypothetical protein	hypothetical protein	923.0	923.0	100.0	100.0	100.0	100.0
JJAGMNAF_00283	BHNFMJIF_03651	mepA_2	mepA_6	Multidrug export protein MepA	Multidrug export protein MepA	840.0	840.0	100.0	100.0	100.0	100.0
JJAGMNAF_00284	BHNFMJIF_03650	cmk_1	cmk_2	Cytidylate kinase	Cytidylate kinase	429.0	429.0	100.0	100.0	100.0	100.0
JJAGMNAF_00285	BHNFMJIF_03649			hypothetical protein	hypothetical protein	1181.0	1181.0	100.0	100.0	100.0	100.0
JJAGMNAF_00286	BHNFMJIF_03648			hypothetical protein	hypothetical protein	230.0	230.0	99.099	99.099	83.0	83.0
JJAGMNAF_00287	BHNFMJIF_03647			hypothetical protein	hypothetical protein	627.0	627.0	99.675	99.675	100.0	100.0
JJAGMNAF_00288	BHNFMJIF_03646			hypothetical protein	hypothetical protein	405.0	405.0	100.0	100.0	100.0	100.0
JJAGMNAF_00290	BHNFMJIF_03645			hypothetical protein	hypothetical protein	1353.0	1355.0	98.0	98.0	99.0	91.0
JJAGMNAF_00291	BHNFMJIF_03644			hypothetical protein	hypothetical protein	1573.0	1573.0	99.35	99.35	100.0	100.0
JJAGMNAF_00302	BHNFMJIF_03639			hypothetical protein	hypothetical protein	253.0	253.0	89.781	89.781	100.0	100.0
JJAGMNAF_00303	BHNFMJIF_03638			hypothetical protein	hypothetical protein	159.0	159.0	98.734	98.734	100.0	100.0
JJAGMNAF_00304	BHNFMJIF_03637			hypothetical protein	hypothetical protein	626.0	626.0	99.671	99.671	100.0	100.0
JJAGMNAF_00305	BHNFMJIF_03636	apxIB	apxIB	Toxin RTX-I translocation ATP-binding protein	Toxin RTX-I translocation ATP-binding protein	1500.0	1500.0	99.591	99.591	100.0	100.0
JJAGMNAF_00306	BHNFMJIF_03635			hypothetical protein	hypothetical protein	767.0	767.0	100.0	100.0	100.0	100.0
JJAGMNAF_00307	BHNFMJIF_03634			hypothetical protein	hypothetical protein	93.6	125.0	89.552	89.552	100.0	100.0
JJAGMNAF_00308	BHNFMJIF_03633	pqqE_2	pqqE_3	PqqA peptide cyclase	PqqA peptide cyclase	1047.0	1047.0	99.601	99.601	100.0	99.0
JJAGMNAF_00309	BHNFMJIF_03632			hypothetical protein	hypothetical protein	380.0	380.0	100.0	100.0	100.0	94.0
JJAGMNAF_00310	BHNFMJIF_03631			hypothetical protein	hypothetical protein	265.0	265.0	100.0	100.0	100.0	100.0
JJAGMNAF_00311	BHNFMJIF_03628			hypothetical protein	hypothetical protein	98.6	98.2	93.75	93.75	91.0	94.0
JJAGMNAF_00312	BHNFMJIF_03627	ppk_1	ppk	Polyphosphate kinase	Polyphosphate kinase	1412.0	1412.0	99.708	99.708	100.0	100.0
JJAGMNAF_00313	BHNFMJIF_03626			hypothetical protein	hypothetical protein	342.0	342.0	100.0	100.0	100.0	100.0
JJAGMNAF_00314	BHNFMJIF_03625	rffG	rffG	dTDP-glucose 4,6-dehydratase 2	dTDP-glucose 4,6-dehydratase 2	788.0	788.0	99.736	99.736	100.0	100.0
JJAGMNAF_00315	BHNFMJIF_03624			TonB-dependent receptor P26	TonB-dependent receptor P26	2028.0	2028.0	99.903	99.903	100.0	100.0
JJAGMNAF_00316	BHNFMJIF_03623			hypothetical protein	hypothetical protein	1260.0	1260.0	100.0	100.0	100.0	100.0
JJAGMNAF_00317	BHNFMJIF_03622	lacZ_2	lacZ_15	Beta-galactosidase	Beta-galactosidase	2169.0	2150.0	99.256	99.256	100.0	100.0
JJAGMNAF_00318	BHNFMJIF_03621	ygjK_1	ygjK_2	Glucosidase YgjK	Glucosidase YgjK	1439.0	1439.0	99.71	99.71	100.0	100.0
JJAGMNAF_00319	BHNFMJIF_03620			SusD-like protein P2	SusD-like protein P2	1030.0	1030.0	99.804	99.804	100.0	100.0
JJAGMNAF_00320	BHNFMJIF_03619			TonB-dependent receptor P3	TonB-dependent receptor P3	2331.0	2331.0	99.829	99.829	100.0	100.0
JJAGMNAF_00321	BHNFMJIF_03618			hypothetical protein	hypothetical protein	650.0	650.0	100.0	100.0	100.0	100.0
JJAGMNAF_00322	BHNFMJIF_03617	rpoE_1	rpoE_2	ECF RNA polymerase sigma-E factor	ECF RNA polymerase sigma-E factor	382.0	382.0	100.0	100.0	95.0	95.0
JJAGMNAF_00323	BHNFMJIF_03616	yheS_1	yheS_2	putative ATP-binding protein YheS	putative ATP-binding protein YheS	1004.0	1004.0	100.0	100.0	100.0	100.0
JJAGMNAF_00324	BHNFMJIF_03615	aspT_1	aspT_3	Aspartate/alanine antiporter	Aspartate/alanine antiporter	946.0	946.0	100.0	100.0	97.0	97.0
JJAGMNAF_00325	BHNFMJIF_03614	mutA	mutA	Methylmalonyl-CoA mutase small subunit	Methylmalonyl-CoA mutase small subunit	1313.0	1313.0	99.843	99.843	100.0	100.0
JJAGMNAF_00326	BHNFMJIF_03613	mutB	mutB	Methylmalonyl-CoA mutase large subunit	Methylmalonyl-CoA mutase large subunit	1488.0	1488.0	99.86	99.86	100.0	100.0
JJAGMNAF_00327	BHNFMJIF_03612			hypothetical protein	hypothetical protein	925.0	923.0	99.775	99.775	99.0	90.0
JJAGMNAF_00329	BHNFMJIF_03610			hypothetical protein	hypothetical protein	236.0	236.0	99.167	99.167	100.0	100.0
JJAGMNAF_00330	BHNFMJIF_03609			hypothetical protein	hypothetical protein	1112.0	1109.0	99.255	99.255	70.0	100.0
JJAGMNAF_00331	BHNFMJIF_03607	sasA_2	sasA_10	Adaptive-response sensory-kinase SasA	Adaptive-response sensory-kinase SasA	956.0	956.0	100.0	100.0	100.0	100.0
JJAGMNAF_00332	BHNFMJIF_03606	ybdG_1	ybdG_2	Mechanosensing system component YbdG	Mechanosensing system component YbdG	731.0	730.0	99.748	99.748	100.0	100.0
JJAGMNAF_00333	BHNFMJIF_03605	bepE_2	bepE_4	Efflux pump membrane transporter BepE	Efflux pump membrane transporter BepE	1897.0	1897.0	100.0	100.0	100.0	100.0
JJAGMNAF_00334	BHNFMJIF_03604	bepF_1	bepF_2	Efflux pump periplasmic linker BepF	Efflux pump periplasmic linker BepF	744.0	744.0	100.0	100.0	100.0	100.0
JJAGMNAF_00335	BHNFMJIF_03603	oprM_1	oprM_3	Outer membrane protein OprM	Outer membrane protein OprM	917.0	917.0	99.785	99.785	100.0	100.0
JJAGMNAF_00336	BHNFMJIF_03602			hypothetical protein	hypothetical protein	347.0	347.0	100.0	100.0	100.0	100.0
JJAGMNAF_00337	BHNFMJIF_03601			hypothetical protein	hypothetical protein	535.0	535.0	99.634	99.634	100.0	100.0
JJAGMNAF_00340	BHNFMJIF_03599			hypothetical protein	hypothetical protein	727.0	727.0	100.0	100.0	100.0	100.0
JJAGMNAF_00341	BHNFMJIF_03598			hypothetical protein	hypothetical protein	135.0	134.0	100.0	100.0	76.0	94.0
JJAGMNAF_00342	BHNFMJIF_03597	carD	carD	Caffeyl-CoA reductase-Etf complex subunit CarD	Caffeyl-CoA reductase-Etf complex subunit CarD	600.0	600.0	99.663	99.663	100.0	100.0
JJAGMNAF_00343	BHNFMJIF_03596	carE	carE	Caffeyl-CoA reductase-Etf complex subunit CarE	Caffeyl-CoA reductase-Etf complex subunit CarE	693.0	693.0	100.0	100.0	100.0	100.0
JJAGMNAF_00344	BHNFMJIF_03595			hypothetical protein	hypothetical protein	259.0	259.0	100.0	100.0	100.0	100.0
JJAGMNAF_00345	BHNFMJIF_03594	caiA	caiA	Crotonobetainyl-CoA reductase	Crotonobetainyl-CoA reductase	1183.0	1183.0	100.0	100.0	100.0	100.0
JJAGMNAF_00346	BHNFMJIF_03593			hypothetical protein	hypothetical protein	417.0	417.0	100.0	100.0	100.0	100.0
JJAGMNAF_00347	BHNFMJIF_03592	paaI	paaI	Acyl-coenzyme A thioesterase PaaI	Acyl-coenzyme A thioesterase PaaI	249.0	249.0	100.0	100.0	100.0	100.0
JJAGMNAF_00348	BHNFMJIF_03591			hypothetical protein	hypothetical protein	672.0	669.0	99.724	99.724	100.0	100.0
JJAGMNAF_00349	BHNFMJIF_03590	queA_1	queA_2	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	843.0	843.0	100.0	100.0	100.0	100.0
JJAGMNAF_00350	BHNFMJIF_03589	hutU	hutU	Urocanate hydratase	Urocanate hydratase	1325.0	1325.0	100.0	100.0	100.0	100.0
JJAGMNAF_00351	BHNFMJIF_03588			hypothetical protein	hypothetical protein	80.1	80.1	100.0	100.0	100.0	100.0
JJAGMNAF_00352	BHNFMJIF_03587			Glutamate formimidoyltransferase	Glutamate formimidoyltransferase	606.0	606.0	99.66	99.66	100.0	98.0
JJAGMNAF_00353	BHNFMJIF_03586			hypothetical protein	hypothetical protein	263.0	263.0	100.0	100.0	100.0	100.0
JJAGMNAF_00354	BHNFMJIF_03585	hutI	hutI	Imidazolonepropionase	Imidazolonepropionase	854.0	854.0	99.758	99.758	100.0	100.0
JJAGMNAF_00355	BHNFMJIF_03584	fchA	fchA	Methenyltetrahydrofolate cyclohydrolase	Methenyltetrahydrofolate cyclohydrolase	420.0	420.0	100.0	100.0	100.0	100.0
JJAGMNAF_00356	BHNFMJIF_03583	hutH	hutH	Histidine ammonia-lyase	Histidine ammonia-lyase	1029.0	1029.0	100.0	100.0	100.0	100.0
JJAGMNAF_00357	BHNFMJIF_03582	idi	idi	Isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate Delta-isomerase	340.0	340.0	98.795	98.795	100.0	100.0
JJAGMNAF_00358	BHNFMJIF_03579			Glycosyl hydrolase family 109 protein 1	Glycosyl hydrolase family 109 protein 1	992.0	992.0	99.575	99.575	100.0	100.0
JJAGMNAF_00359	BHNFMJIF_03578	csh	csh	Carbon disulfide hydrolase	Carbon disulfide hydrolase	370.0	370.0	100.0	100.0	100.0	100.0
JJAGMNAF_00360	BHNFMJIF_03576			hypothetical protein	hypothetical protein	398.0	398.0	99.485	99.485	100.0	100.0
JJAGMNAF_00361	BHNFMJIF_03575	mepA_3	mepA_5	Multidrug export protein MepA	Multidrug export protein MepA	877.0	877.0	99.783	99.783	100.0	100.0
JJAGMNAF_00363	BHNFMJIF_03571	groEL	groEL	Chaperonin GroEL	Chaperonin GroEL	1025.0	1025.0	100.0	100.0	97.0	97.0
JJAGMNAF_00364	BHNFMJIF_03570	groES	groES	Co-chaperonin GroES	Co-chaperonin GroES	179.0	179.0	100.0	100.0	100.0	100.0
JJAGMNAF_00365	BHNFMJIF_03569	rsxB_1	rsxB_3	Ion-translocating oxidoreductase complex subunit B	Ion-translocating oxidoreductase complex subunit B	1214.0	1214.0	99.657	99.657	100.0	100.0
JJAGMNAF_00366	BHNFMJIF_03568			[FeFe] hydrogenase maturase subunit HydE	[FeFe] hydrogenase maturase subunit HydE	669.0	669.0	99.709	99.709	100.0	100.0
JJAGMNAF_00367	BHNFMJIF_03567	bioB_1	bioB_2	Biotin synthase	Biotin synthase	980.0	980.0	100.0	100.0	100.0	100.0
JJAGMNAF_00368	BHNFMJIF_03566	mnmE_1	mnmE_2	tRNA modification GTPase MnmE	tRNA modification GTPase MnmE	810.0	810.0	99.747	99.747	100.0	100.0
JJAGMNAF_00369	BHNFMJIF_03555	hisS	hisS	Histidine--tRNA ligase	Histidine--tRNA ligase	917.0	917.0	99.559	99.559	100.0	100.0
JJAGMNAF_00374	BHNFMJIF_03553			hypothetical protein	hypothetical protein	605.0	605.0	100.0	100.0	100.0	100.0
JJAGMNAF_00375	BHNFMJIF_03552	sftI	sftI	Sulfoquinovose isomerase	Sulfoquinovose isomerase	946.0	946.0	100.0	100.0	100.0	100.0
JJAGMNAF_00376	BHNFMJIF_03551	glpK	glpK	Glycerol kinase	Glycerol kinase	1032.0	1032.0	99.598	99.598	100.0	100.0
JJAGMNAF_00377	BHNFMJIF_03550	aptB	aptB	Apulose-4-phosphate transketolase subunit B	Apulose-4-phosphate transketolase subunit B	625.0	625.0	97.756	97.756	100.0	100.0
JJAGMNAF_00378	BHNFMJIF_03549	aptA	aptA	Apulose-4-phosphate transketolase subunit A	Apulose-4-phosphate transketolase subunit A	552.0	552.0	99.644	99.644	100.0	94.0
JJAGMNAF_00379	BHNFMJIF_03548	srlR	srlR	Glucitol operon repressor	Glucitol operon repressor	505.0	505.0	100.0	100.0	100.0	100.0
JJAGMNAF_00380	BHNFMJIF_03547	ribB	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase	417.0	417.0	100.0	100.0	100.0	100.0
JJAGMNAF_00381	BHNFMJIF_03546			hypothetical protein	hypothetical protein	1113.0	1113.0	99.625	99.625	100.0	100.0
JJAGMNAF_00382	BHNFMJIF_03545	rcsC_4	rcsC_28	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	2963.0	2963.0	99.375	99.375	100.0	100.0
JJAGMNAF_00391	BHNFMJIF_03544			hypothetical protein	hypothetical protein	450.0	450.0	100.0	100.0	100.0	100.0
JJAGMNAF_00392	BHNFMJIF_03543	rhaS_2	rhaS_7	HTH-type transcriptional activator RhaS	HTH-type transcriptional activator RhaS	613.0	613.0	100.0	100.0	100.0	100.0
JJAGMNAF_00393	BHNFMJIF_03542			hypothetical protein	hypothetical protein	628.0	628.0	99.67	99.67	100.0	100.0
JJAGMNAF_00394	BHNFMJIF_03541	bamA_1	bamA_2	Outer membrane protein assembly factor BamA	Outer membrane protein assembly factor BamA	1586.0	1587.0	99.744	99.744	100.0	99.0
JJAGMNAF_00395	BHNFMJIF_03540			hypothetical protein	hypothetical protein	3034.0	3034.0	99.548	99.548	100.0	100.0
JJAGMNAF_00396	BHNFMJIF_03539			Putative peptidyl-prolyl cis-trans isomerase	Putative peptidyl-prolyl cis-trans isomerase	578.0	578.0	98.932	98.932	100.0	100.0
JJAGMNAF_00397	BHNFMJIF_03538	pqqE_3	pqqE_2	Zinc protease PqqE	Zinc protease PqqE	862.0	862.0	99.758	99.758	100.0	100.0
JJAGMNAF_00398	BHNFMJIF_03537	norM	norM	Multidrug resistance protein NorM	Multidrug resistance protein NorM	805.0	780.0	99.541	99.541	100.0	100.0
JJAGMNAF_00399	BHNFMJIF_03536	rcsC_5	rcsC_27	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	1702.0	1702.0	99.766	99.766	100.0	100.0
JJAGMNAF_00400	BHNFMJIF_03535	zraR_1	zraR_4	Transcriptional regulatory protein ZraR	Transcriptional regulatory protein ZraR	944.0	944.0	100.0	100.0	100.0	100.0
JJAGMNAF_00401	BHNFMJIF_03534			hypothetical protein	hypothetical protein	197.0	197.0	99.01	99.01	100.0	100.0
JJAGMNAF_00402	BHNFMJIF_03533	truC	truC	tRNA pseudouridine synthase C	tRNA pseudouridine synthase C	465.0	465.0	100.0	100.0	100.0	100.0
JJAGMNAF_00403	BHNFMJIF_03532	fabG_1	fabG_3	3-oxoacyl-[acyl-carrier-protein] reductase FabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	501.0	501.0	100.0	100.0	100.0	100.0
JJAGMNAF_00404	BHNFMJIF_03531			hypothetical protein	hypothetical protein	405.0	405.0	100.0	100.0	100.0	100.0
JJAGMNAF_00407	BHNFMJIF_03529			hypothetical protein	hypothetical protein	407.0	407.0	100.0	100.0	100.0	100.0
JJAGMNAF_00408	BHNFMJIF_03528			hypothetical protein	hypothetical protein	647.0	647.0	100.0	100.0	100.0	100.0
JJAGMNAF_00409	BHNFMJIF_03527			TonB-dependent receptor P3	TonB-dependent receptor P3	2221.0	2221.0	99.821	99.821	100.0	100.0
JJAGMNAF_00410	BHNFMJIF_03526			SusD-like protein P25	SusD-like protein P25	1035.0	1035.0	99.6	99.6	97.0	97.0
JJAGMNAF_00411	BHNFMJIF_03525			Putative beta-glucuronidase	Putative beta-glucuronidase	1657.0	1657.0	99.632	99.632	100.0	100.0
JJAGMNAF_00412	BHNFMJIF_03524			hypothetical protein	hypothetical protein	1432.0	1433.0	99.423	99.423	100.0	100.0
JJAGMNAF_00413	BHNFMJIF_03523	lacZ_3	lacZ_14	Beta-galactosidase	Beta-galactosidase	1881.0	1881.0	99.667	99.667	100.0	100.0
JJAGMNAF_00414	BHNFMJIF_03522	atsA_2	atsA_2	Arylsulfatase	Arylsulfatase	1077.0	1077.0	99.624	99.624	100.0	100.0
JJAGMNAF_00415	BHNFMJIF_03521			hypothetical protein	hypothetical protein	961.0	961.0	100.0	100.0	100.0	100.0
JJAGMNAF_00416	BHNFMJIF_03520	hndA	hndA	NADP-reducing hydrogenase subunit HndA	NADP-reducing hydrogenase subunit HndA	159.0	159.0	100.0	100.0	100.0	100.0
JJAGMNAF_00417	BHNFMJIF_03519	rhlE	rhlE	ATP-dependent RNA helicase RhlE	ATP-dependent RNA helicase RhlE	856.0	811.0	99.539	99.539	100.0	100.0
JJAGMNAF_00418	BHNFMJIF_03518			hypothetical protein	hypothetical protein	65.9	65.9	100.0	100.0	100.0	100.0
JJAGMNAF_00420	BHNFMJIF_03516	bamB	bamB	Outer membrane protein assembly factor BamB	Outer membrane protein assembly factor BamB	1643.0	1643.0	99.267	99.267	100.0	100.0
JJAGMNAF_00421	BHNFMJIF_03515			hypothetical protein	hypothetical protein	623.0	624.0	99.679	99.679	100.0	100.0
JJAGMNAF_00422	BHNFMJIF_03514	cysK	cysK	Cysteine synthase	Cysteine synthase	605.0	605.0	99.684	99.684	100.0	100.0
JJAGMNAF_00423	BHNFMJIF_03513	mnmA_1	mnmA_3	tRNA-specific 2-thiouridylase MnmA	tRNA-specific 2-thiouridylase MnmA	712.0	712.0	99.718	99.718	100.0	100.0
JJAGMNAF_00424	BHNFMJIF_03512	liaR	liaR	Transcriptional regulatory protein LiaR	Transcriptional regulatory protein LiaR	437.0	437.0	99.533	99.533	100.0	100.0
JJAGMNAF_00428	BHNFMJIF_03509	trpS2	trpS2	Tryptophan--tRNA ligase 2	Tryptophan--tRNA ligase 2	754.0	754.0	100.0	100.0	100.0	100.0
JJAGMNAF_00429	BHNFMJIF_03508			hypothetical protein	hypothetical protein	537.0	537.0	100.0	100.0	100.0	100.0
JJAGMNAF_00430	BHNFMJIF_03507	pyrAB_1	pyrAB_2	Carbamoyl phosphate synthase pyrimidine-specific large chain	Carbamoyl phosphate synthase pyrimidine-specific large chain	2162.0	2162.0	99.814	99.814	100.0	100.0
JJAGMNAF_00431	BHNFMJIF_03506			hypothetical protein	hypothetical protein	1831.0	1832.0	99.679	99.679	100.0	100.0
JJAGMNAF_00432	BHNFMJIF_03505	resA_3	resA_14	Thiol-disulfide oxidoreductase ResA	Thiol-disulfide oxidoreductase ResA	314.0	314.0	99.346	99.346	92.0	92.0
JJAGMNAF_00433	BHNFMJIF_03504	yaaA	yaaA	DNA-binding and peroxide stress resistance protein YaaA	DNA-binding and peroxide stress resistance protein YaaA	498.0	512.0	99.592	99.592	96.0	100.0
JJAGMNAF_00434	BHNFMJIF_03503			Outer membrane protein 40	Outer membrane protein 40	764.0	764.0	100.0	100.0	100.0	100.0
JJAGMNAF_00435	BHNFMJIF_03502	stf3	stf3	Omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase Stf3	Omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase Stf3	736.0	736.0	100.0	100.0	100.0	100.0
JJAGMNAF_00436	BHNFMJIF_03501	cysNC	cysNC	Bifunctional enzyme CysN/CysC	Bifunctional enzyme CysN/CysC	996.0	996.0	99.794	99.794	100.0	100.0
JJAGMNAF_00437	BHNFMJIF_03500	cysD	cysD	Sulfate adenylyltransferase subunit 2	Sulfate adenylyltransferase subunit 2	629.0	629.0	100.0	100.0	100.0	100.0
