locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_00384	CDS	3270			COG1629	TonB-dependent receptor P26
JJAGMNAF_00385	CDS	987				hypothetical protein
JJAGMNAF_00386	CDS	603	cnrH			RNA polymerase sigma factor CnrH
JJAGMNAF_00387	CDS	1263				hypothetical protein
JJAGMNAF_00388	CDS	1614				IS66 family transposase ISBvu4
JJAGMNAF_00389	CDS	510				hypothetical protein
JJAGMNAF_00390	CDS	204				hypothetical protein
JJAGMNAF_00391	CDS	681				hypothetical protein
JJAGMNAF_00392	CDS	903	rhaS_2			HTH-type transcriptional activator RhaS
JJAGMNAF_00393	CDS	912				hypothetical protein
JJAGMNAF_00394	CDS	2343	bamA_1			Outer membrane protein assembly factor BamA
JJAGMNAF_00395	CDS	4650				hypothetical protein
JJAGMNAF_00396	CDS	846		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
JJAGMNAF_00397	CDS	1245	pqqE_3	3.4.24.-	COG0612	Zinc protease PqqE
JJAGMNAF_00398	CDS	1311	norM		COG0534	Multidrug resistance protein NorM
JJAGMNAF_00399	CDS	2568	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_00400	CDS	1383	zraR_1		COG2204	Transcriptional regulatory protein ZraR
JJAGMNAF_00401	CDS	306				hypothetical protein
JJAGMNAF_00402	CDS	672	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
JJAGMNAF_00403	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JJAGMNAF_00404	CDS	600				hypothetical protein
JJAGMNAF_00405	tRNA	74				tRNA-Met(cat)
JJAGMNAF_00406	CDS	132				hypothetical protein
JJAGMNAF_00407	CDS	591				hypothetical protein
JJAGMNAF_00408	CDS	936				hypothetical protein
JJAGMNAF_00409	CDS	3354			COG4771	TonB-dependent receptor P3
JJAGMNAF_00410	CDS	1542			COG0702	SusD-like protein P25
JJAGMNAF_00411	CDS	2448		3.2.1.31	COG3250	Putative beta-glucuronidase
JJAGMNAF_00412	CDS	2082				hypothetical protein
JJAGMNAF_00413	CDS	2706	lacZ_3	3.2.1.23		Beta-galactosidase
JJAGMNAF_00414	CDS	1599	atsA_2	3.1.6.1		Arylsulfatase
JJAGMNAF_00415	CDS	1551				hypothetical protein
JJAGMNAF_00416	CDS	234	hndA	1.12.1.3		NADP-reducing hydrogenase subunit HndA
JJAGMNAF_00417	CDS	1305	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
JJAGMNAF_00418	CDS	105				hypothetical protein
JJAGMNAF_00419	CDS	279				hypothetical protein
JJAGMNAF_00420	CDS	2457	bamB			Outer membrane protein assembly factor BamB
JJAGMNAF_00421	CDS	939				hypothetical protein
JJAGMNAF_00422	CDS	951	cysK	2.5.1.47		Cysteine synthase
JJAGMNAF_00423	CDS	1065	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JJAGMNAF_00424	CDS	645	liaR		COG2197	Transcriptional regulatory protein LiaR
JJAGMNAF_00425	tRNA	77				tRNA-Val(tac)
JJAGMNAF_00426	tRNA	77				tRNA-Val(tac)
JJAGMNAF_00427	tRNA	76				tRNA-Val(tac)
JJAGMNAF_00428	CDS	1095	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
JJAGMNAF_00429	CDS	792				hypothetical protein
JJAGMNAF_00430	CDS	3222	pyrAB_1	6.3.4.16	COG0458	Carbamoyl phosphate synthase pyrimidine-specific large chain
JJAGMNAF_00431	CDS	2805				hypothetical protein
JJAGMNAF_00432	CDS	501	resA_3		COG0526	Thiol-disulfide oxidoreductase ResA
JJAGMNAF_00433	CDS	768	yaaA		COG3022	DNA-binding and peroxide stress resistance protein YaaA
JJAGMNAF_00434	CDS	1200			COG2885	Outer membrane protein 40
JJAGMNAF_00435	CDS	1107	stf3	2.8.2.40	COG0446	Omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase Stf3
JJAGMNAF_00436	CDS	1458	cysNC		COG0529	Bifunctional enzyme CysN/CysC
JJAGMNAF_00437	CDS	912	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
JJAGMNAF_00438	CDS	615	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
JJAGMNAF_00439	CDS	1557				hypothetical protein
JJAGMNAF_00440	CDS	810	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
JJAGMNAF_00441	CDS	1209				hypothetical protein
JJAGMNAF_00442	CDS	1869	mutL		COG0323	DNA mismatch repair protein MutL
JJAGMNAF_00443	CDS	297				hypothetical protein
JJAGMNAF_00444	CDS	1668	lptD_1			LPS-assembly protein LptD
JJAGMNAF_00445	CDS	1359	surA_1	5.2.1.8	COG0760	Chaperone SurA
JJAGMNAF_00446	CDS	873				hypothetical protein
JJAGMNAF_00447	CDS	1338	surA_2	5.2.1.8		Chaperone SurA
JJAGMNAF_00448	CDS	1476	guaB	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JJAGMNAF_00449	CDS	210				hypothetical protein
JJAGMNAF_00450	CDS	435				hypothetical protein
JJAGMNAF_00451	CDS	669				hypothetical protein
JJAGMNAF_00452	CDS	1677				hypothetical protein
JJAGMNAF_00453	CDS	1017				hypothetical protein
JJAGMNAF_00454	CDS	906				hypothetical protein
JJAGMNAF_00455	CDS	321				hypothetical protein
JJAGMNAF_00456	CDS	447				hypothetical protein
JJAGMNAF_00457	CDS	183				hypothetical protein
JJAGMNAF_00458	CDS	183				hypothetical protein
JJAGMNAF_00459	CDS	906				hypothetical protein
JJAGMNAF_00460	CDS	1017				hypothetical protein
JJAGMNAF_00461	CDS	126				hypothetical protein
JJAGMNAF_00462	CDS	588	xerC_1			Tyrosine recombinase XerC
JJAGMNAF_00463	CDS	753				hypothetical protein
JJAGMNAF_00464	CDS	801				hypothetical protein
JJAGMNAF_00465	CDS	1449				hypothetical protein
JJAGMNAF_00466	CDS	222				hypothetical protein
JJAGMNAF_00467	CDS	2181	recQ_1	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
JJAGMNAF_00468	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JJAGMNAF_00469	CDS	672	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JJAGMNAF_00470	CDS	1356	tig	5.2.1.8		Trigger factor
JJAGMNAF_00471	CDS	246				hypothetical protein
JJAGMNAF_00472	CDS	822	lptB	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JJAGMNAF_00473	CDS	768	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
JJAGMNAF_00474	CDS	765	mkl		COG1135	putative ribonucleotide transport ATP-binding protein mkl
JJAGMNAF_00475	CDS	1314	der_1		COG1160	GTPase Der
JJAGMNAF_00476	CDS	882	era		COG1159	GTPase Era
JJAGMNAF_00477	CDS	1008	fabH	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
JJAGMNAF_00478	CDS	186	rpmF			Large ribosomal subunit protein bL32
JJAGMNAF_00479	CDS	534				hypothetical protein
JJAGMNAF_00480	rRNA	111				5S ribosomal RNA
JJAGMNAF_00481	rRNA	2889				23S ribosomal RNA
JJAGMNAF_00482	tRNA	75				tRNA-Ala(tgc)
JJAGMNAF_00483	tRNA	75				tRNA-Ile(gat)
JJAGMNAF_00484	rRNA	1528				16S ribosomal RNA
JJAGMNAF_00485	CDS	120				hypothetical protein
JJAGMNAF_00486	CDS	249				hypothetical protein
JJAGMNAF_00487	CDS	588				hypothetical protein
JJAGMNAF_00488	CDS	291				hypothetical protein
JJAGMNAF_00489	CDS	1002	mdh_2	1.1.1.37		Malate dehydrogenase
JJAGMNAF_00490	CDS	2076	dnaG_1	2.7.7.101		DNA primase
JJAGMNAF_00491	CDS	594	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JJAGMNAF_00492	CDS	459				hypothetical protein
JJAGMNAF_00493	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JJAGMNAF_00494	CDS	1245				hypothetical protein
JJAGMNAF_00495	CDS	543				hypothetical protein
JJAGMNAF_00496	CDS	891				hypothetical protein
JJAGMNAF_00497	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JJAGMNAF_00498	CDS	2097	recG	5.6.2.4		ATP-dependent DNA helicase RecG
JJAGMNAF_00499	CDS	660	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JJAGMNAF_00500	CDS	552	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JJAGMNAF_00501	CDS	894				hypothetical protein
JJAGMNAF_00502	CDS	378	tolR_1			Tol-Pal system protein TolR
JJAGMNAF_00503	CDS	717	tolQ_1		COG0811	Tol-Pal system protein TolQ
JJAGMNAF_00504	CDS	717	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
JJAGMNAF_00505	CDS	888	nadK	2.7.1.23		NAD kinase
JJAGMNAF_00506	CDS	1311				hypothetical protein
JJAGMNAF_00507	CDS	351				hypothetical protein
JJAGMNAF_00508	CDS	405				hypothetical protein
JJAGMNAF_00509	CDS	351				hypothetical protein
JJAGMNAF_00510	CDS	1566				IS66 family transposase ISBthe5
JJAGMNAF_00511	CDS	453				hypothetical protein
JJAGMNAF_00512	CDS	3084				hypothetical protein
JJAGMNAF_00513	CDS	1203				hypothetical protein
JJAGMNAF_00514	CDS	276				hypothetical protein
JJAGMNAF_00515	CDS	342				hypothetical protein
JJAGMNAF_00516	CDS	2352				hypothetical protein
JJAGMNAF_00517	CDS	2460				hypothetical protein
JJAGMNAF_00518	CDS	1635				hypothetical protein
JJAGMNAF_00519	CDS	2949	susC_2		COG1629	TonB-dependent receptor SusC
JJAGMNAF_00520	CDS	2841	rhaS_3			HTH-type transcriptional activator RhaS
JJAGMNAF_00521	CDS	2349				hypothetical protein
JJAGMNAF_00522	CDS	2499				hypothetical protein
JJAGMNAF_00523	CDS	1944				hypothetical protein
JJAGMNAF_00524	CDS	1509				hypothetical protein
JJAGMNAF_00525	CDS	1743				hypothetical protein
JJAGMNAF_00526	CDS	3279	susC_3		COG1629	TonB-dependent receptor SusC
JJAGMNAF_00527	CDS	945				hypothetical protein
JJAGMNAF_00528	CDS	561				hypothetical protein
JJAGMNAF_00529	CDS	2208	recD2_1	5.6.2.3		ATP-dependent RecD2 DNA helicase
JJAGMNAF_00530	CDS	336				hypothetical protein
JJAGMNAF_00531	CDS	3072			COG4771	TonB-dependent receptor P3
JJAGMNAF_00532	CDS	1554			COG0702	SusD-like protein P38
JJAGMNAF_00533	CDS	1002				hypothetical protein
JJAGMNAF_00534	CDS	1143				hypothetical protein
JJAGMNAF_00535	CDS	2457				hypothetical protein
JJAGMNAF_00536	CDS	1692			COG0702	SusD-like protein P25
JJAGMNAF_00537	CDS	3102			COG4771	TonB-dependent receptor P3
JJAGMNAF_00538	CDS	4023	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_00539	CDS	1041				hypothetical protein
JJAGMNAF_00540	CDS	2316				hypothetical protein
JJAGMNAF_00541	CDS	1239				hypothetical protein
JJAGMNAF_00542	CDS	135				hypothetical protein
JJAGMNAF_00543	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JJAGMNAF_00544	CDS	858	folP	2.5.1.15	COG0294	Dihydropteroate synthase
JJAGMNAF_00545	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
JJAGMNAF_00546	CDS	1011				hypothetical protein
JJAGMNAF_00547	CDS	903				hypothetical protein
JJAGMNAF_00548	CDS	696	yohK		COG1346	Inner membrane protein YohK
JJAGMNAF_00549	CDS	354				hypothetical protein
JJAGMNAF_00550	CDS	1014	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JJAGMNAF_00551	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
JJAGMNAF_00552	CDS	768		3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
JJAGMNAF_00553	CDS	321			COG2151	Fe-S protein maturation auxiliary factor
JJAGMNAF_00554	CDS	690				hypothetical protein
JJAGMNAF_00555	CDS	990				hypothetical protein
JJAGMNAF_00556	CDS	567	efp		COG0231	Elongation factor P
JJAGMNAF_00557	CDS	156	rpmH		COG0230	Large ribosomal subunit protein bL34
JJAGMNAF_00558	CDS	1236	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
JJAGMNAF_00559	CDS	1146				hypothetical protein
JJAGMNAF_00560	CDS	777	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
JJAGMNAF_00561	CDS	2397				hypothetical protein
JJAGMNAF_00562	CDS	1860				hypothetical protein
JJAGMNAF_00563	CDS	3060	lacZ_4	3.2.1.23	COG3250	Beta-galactosidase
JJAGMNAF_00564	CDS	2316				hypothetical protein
JJAGMNAF_00565	CDS	1617		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
JJAGMNAF_00566	CDS	1836				hypothetical protein
JJAGMNAF_00567	CDS	3222			COG4771	TonB-dependent receptor P3
JJAGMNAF_00568	CDS	135				hypothetical protein
JJAGMNAF_00569	CDS	1386	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
JJAGMNAF_00570	CDS	3807	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_00571	CDS	246				hypothetical protein
JJAGMNAF_00572	CDS	1347	yjjB			succinate transporter subunit YjjB
JJAGMNAF_00573	CDS	642				hypothetical protein
JJAGMNAF_00574	CDS	1074	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JJAGMNAF_00575	CDS	975	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
JJAGMNAF_00576	CDS	1158				hypothetical protein
JJAGMNAF_00577	CDS	651				hypothetical protein
JJAGMNAF_00578	CDS	399	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
JJAGMNAF_00579	CDS	966	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
JJAGMNAF_00580	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
JJAGMNAF_00581	CDS	1083	proB	2.7.2.11		Glutamate 5-kinase
JJAGMNAF_00582	CDS	783				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
JJAGMNAF_00583	CDS	2193				hypothetical protein
JJAGMNAF_00584	CDS	2358		3.2.1.-	COG1472	Beta-xylosidase
JJAGMNAF_00585	CDS	855				hypothetical protein
JJAGMNAF_00586	CDS	513				hypothetical protein
JJAGMNAF_00587	CDS	669				hypothetical protein
JJAGMNAF_00588	CDS	1941				hypothetical protein
JJAGMNAF_00589	CDS	3381				hypothetical protein
JJAGMNAF_00590	CDS	1887				hypothetical protein
JJAGMNAF_00591	CDS	3411				hypothetical protein
JJAGMNAF_00592	CDS	153				hypothetical protein
JJAGMNAF_00593	CDS	1707				hypothetical protein
JJAGMNAF_00594	CDS	639				hypothetical protein
JJAGMNAF_00595	CDS	207				hypothetical protein
JJAGMNAF_00596	CDS	1152				hypothetical protein
JJAGMNAF_00597	CDS	3402				hypothetical protein
JJAGMNAF_00598	CDS	1914				hypothetical protein
JJAGMNAF_00599	CDS	1194				hypothetical protein
JJAGMNAF_00600	CDS	3156	susC_4		COG1629	TonB-dependent receptor SusC
JJAGMNAF_00601	CDS	1971				hypothetical protein
JJAGMNAF_00602	CDS	465				hypothetical protein
JJAGMNAF_00603	CDS	1653	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JJAGMNAF_00604	CDS	555				hypothetical protein
JJAGMNAF_00605	CDS	420				hypothetical protein
JJAGMNAF_00606	CDS	1527	napF			Ferredoxin-type protein NapF
JJAGMNAF_00607	CDS	1383				hypothetical protein
JJAGMNAF_00608	CDS	1884				hypothetical protein
JJAGMNAF_00609	CDS	903	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JJAGMNAF_00610	CDS	1179		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
JJAGMNAF_00611	CDS	1800	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
JJAGMNAF_00612	CDS	1767				hypothetical protein
JJAGMNAF_00613	CDS	3030			COG4771	TonB-dependent receptor P3
JJAGMNAF_00614	CDS	96				hypothetical protein
JJAGMNAF_00615	CDS	1515	xynC	3.2.1.136	COG5520	Glucuronoxylanase XynC
JJAGMNAF_00616	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
JJAGMNAF_00617	CDS	774	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JJAGMNAF_00618	CDS	1125	lysJ	2.6.1.118	COG4992	[LysW]-aminoadipate semialdehyde transaminase
JJAGMNAF_00619	CDS	969	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JJAGMNAF_00620	CDS	1209	argG	6.3.4.5	COG0137	Argininosuccinate synthase
JJAGMNAF_00621	CDS	558				hypothetical protein
JJAGMNAF_00622	CDS	477	argR		COG1438	Arginine repressor
JJAGMNAF_00623	CDS	1479	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
JJAGMNAF_00624	CDS	1254	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
JJAGMNAF_00625	CDS	1020	rhaT			L-rhamnose-proton symporter
JJAGMNAF_00626	CDS	810	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
JJAGMNAF_00627	CDS	498				hypothetical protein
JJAGMNAF_00628	CDS	1515	lnbX	3.2.1.140		Lacto-N-biosidase
JJAGMNAF_00629	CDS	1620			COG0702	SusD-like protein P25
JJAGMNAF_00630	CDS	3072			COG4771	TonB-dependent receptor P3
JJAGMNAF_00631	CDS	4161	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_00632	CDS	921	rhaS_5			HTH-type transcriptional activator RhaS
JJAGMNAF_00633	CDS	999				hypothetical protein
JJAGMNAF_00634	CDS	858				hypothetical protein
JJAGMNAF_00635	CDS	3096	lacZ_5	3.2.1.23	COG3250	Beta-galactosidase
JJAGMNAF_00636	CDS	2568				hypothetical protein
JJAGMNAF_00637	CDS	528				hypothetical protein
JJAGMNAF_00638	CDS	1011				hypothetical protein
JJAGMNAF_00639	CDS	1242		3.2.1.-	COG0673	Glycosyl hydrolase family 109 protein 1
JJAGMNAF_00640	CDS	1002		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
JJAGMNAF_00641	CDS	1299	ampG_1		COG2223	Anhydromuropeptide permease
JJAGMNAF_00642	CDS	2280				hypothetical protein
JJAGMNAF_00643	CDS	990				hypothetical protein
JJAGMNAF_00644	CDS	1122				hypothetical protein
JJAGMNAF_00645	CDS	1059	endOF2	3.2.1.96		Endo-beta-N-acetylglucosaminidase F2
JJAGMNAF_00646	CDS	1542				hypothetical protein
JJAGMNAF_00647	CDS	3177	susC_5		COG1629	TonB-dependent receptor SusC
JJAGMNAF_00648	CDS	2016	susB_1	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
JJAGMNAF_00649	CDS	846				hypothetical protein
JJAGMNAF_00650	CDS	1770				hypothetical protein
JJAGMNAF_00651	CDS	3402	susC_6		COG1629	TonB-dependent receptor SusC
JJAGMNAF_00652	CDS	183				hypothetical protein
JJAGMNAF_00653	CDS	2313				hypothetical protein
JJAGMNAF_00654	CDS	2283				hypothetical protein
JJAGMNAF_00655	CDS	993				hypothetical protein
JJAGMNAF_00656	CDS	576	fliA			RNA polymerase sigma factor FliA
JJAGMNAF_00657	CDS	2223				hypothetical protein
JJAGMNAF_00658	CDS	696				hypothetical protein
JJAGMNAF_00659	CDS	279				hypothetical protein
JJAGMNAF_00660	CDS	816				hypothetical protein
JJAGMNAF_00661	CDS	408				hypothetical protein
JJAGMNAF_00662	CDS	324	clpS			ATP-dependent Clp protease adapter protein ClpS
JJAGMNAF_00663	CDS	2229	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
JJAGMNAF_00664	CDS	654	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
JJAGMNAF_00665	CDS	840				hypothetical protein
JJAGMNAF_00666	CDS	1293	mdtK_1			Multidrug resistance protein MdtK
JJAGMNAF_00667	CDS	585				hypothetical protein
JJAGMNAF_00668	CDS	771				hypothetical protein
JJAGMNAF_00669	CDS	1608				hypothetical protein
JJAGMNAF_00670	tRNA	74				tRNA-Pro(cgg)
JJAGMNAF_00671	tRNA	76				tRNA-Phe(gaa)
JJAGMNAF_00672	CDS	195				hypothetical protein
JJAGMNAF_00673	CDS	1236	xerC_2			Tyrosine recombinase XerC
JJAGMNAF_00674	CDS	195				hypothetical protein
JJAGMNAF_00675	CDS	276				hypothetical protein
JJAGMNAF_00676	CDS	1128				hypothetical protein
JJAGMNAF_00677	CDS	894				hypothetical protein
JJAGMNAF_00678	CDS	366				hypothetical protein
JJAGMNAF_00679	CDS	981				hypothetical protein
JJAGMNAF_00680	CDS	480				hypothetical protein
JJAGMNAF_00681	CDS	291				hypothetical protein
JJAGMNAF_00682	CDS	279				hypothetical protein
JJAGMNAF_00683	CDS	807				hypothetical protein
JJAGMNAF_00684	CDS	759				hypothetical protein
JJAGMNAF_00685	CDS	1236				hypothetical protein
JJAGMNAF_00686	CDS	882				hypothetical protein
JJAGMNAF_00687	CDS	1155				hypothetical protein
JJAGMNAF_00688	CDS	855				hypothetical protein
JJAGMNAF_00689	CDS	480				hypothetical protein
JJAGMNAF_00690	CDS	459				hypothetical protein
JJAGMNAF_00691	CDS	588				hypothetical protein
JJAGMNAF_00692	CDS	969				hypothetical protein
JJAGMNAF_00693	CDS	1302				hypothetical protein
JJAGMNAF_00694	CDS	624				hypothetical protein
JJAGMNAF_00695	CDS	1014				hypothetical protein
JJAGMNAF_00696	CDS	630				hypothetical protein
JJAGMNAF_00697	CDS	369				hypothetical protein
JJAGMNAF_00698	CDS	2526				hypothetical protein
JJAGMNAF_00699	CDS	330				hypothetical protein
JJAGMNAF_00700	CDS	270				hypothetical protein
JJAGMNAF_00701	CDS	1404				hypothetical protein
JJAGMNAF_00702	CDS	990				hypothetical protein
JJAGMNAF_00703	CDS	906				hypothetical protein
JJAGMNAF_00704	CDS	666				hypothetical protein
JJAGMNAF_00705	CDS	450				hypothetical protein
JJAGMNAF_00706	CDS	795				hypothetical protein
JJAGMNAF_00707	CDS	423				hypothetical protein
JJAGMNAF_00708	CDS	1224				hypothetical protein
JJAGMNAF_00709	CDS	2037				hypothetical protein
JJAGMNAF_00710	CDS	396				hypothetical protein
JJAGMNAF_00711	CDS	1305	zraR_2			Transcriptional regulatory protein ZraR
JJAGMNAF_00712	CDS	2376	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_00713	CDS	2262				hypothetical protein
JJAGMNAF_00714	CDS	309				hypothetical protein
JJAGMNAF_00715	CDS	171				hypothetical protein
JJAGMNAF_00716	CDS	183				hypothetical protein
JJAGMNAF_00717	CDS	1161		5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
JJAGMNAF_00718	CDS	699	wecG_1	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
JJAGMNAF_00719	CDS	1194				hypothetical protein
JJAGMNAF_00720	CDS	240				hypothetical protein
JJAGMNAF_00721	CDS	339		2.3.1.-		Putative acetyltransferase
JJAGMNAF_00722	CDS	1182				hypothetical protein
JJAGMNAF_00723	CDS	1182	wbpI_1	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
JJAGMNAF_00724	CDS	399				hypothetical protein
JJAGMNAF_00725	CDS	1155	wbjC_1	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
JJAGMNAF_00726	CDS	1074	capD_1	5.1.3.2	COG1086	UDP-glucose 4-epimerase
JJAGMNAF_00727	CDS	1170				hypothetical protein
JJAGMNAF_00728	CDS	1203				hypothetical protein
JJAGMNAF_00729	CDS	1275				hypothetical protein
JJAGMNAF_00730	CDS	1206	wecC_1	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
JJAGMNAF_00731	CDS	705	cpsB	3.1.3.48		Tyrosine-protein phosphatase CpsB
JJAGMNAF_00732	CDS	2379	ptk_1	2.7.10.-		Tyrosine-protein kinase ptk
JJAGMNAF_00733	CDS	795				hypothetical protein
JJAGMNAF_00734	CDS	1107	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
JJAGMNAF_00735	CDS	549				hypothetical protein
JJAGMNAF_00736	CDS	1224				hypothetical protein
JJAGMNAF_00737	CDS	1836				hypothetical protein
JJAGMNAF_00738	CDS	276				hypothetical protein
JJAGMNAF_00739	CDS	1761	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
JJAGMNAF_00740	CDS	213				hypothetical protein
JJAGMNAF_00741	CDS	210				hypothetical protein
JJAGMNAF_00742	CDS	1071				hypothetical protein
JJAGMNAF_00743	CDS	222				hypothetical protein
JJAGMNAF_00744	CDS	1128				hypothetical protein
JJAGMNAF_00745	CDS	702				hypothetical protein
JJAGMNAF_00746	CDS	792				hypothetical protein
JJAGMNAF_00747	CDS	723				hypothetical protein
JJAGMNAF_00748	CDS	294				hypothetical protein
JJAGMNAF_00749	CDS	300				hypothetical protein
JJAGMNAF_00750	CDS	303				hypothetical protein
JJAGMNAF_00751	CDS	1299				hypothetical protein
JJAGMNAF_00752	CDS	1245				hypothetical protein
JJAGMNAF_00753	CDS	543				hypothetical protein
JJAGMNAF_00754	CDS	354				hypothetical protein
JJAGMNAF_00755	CDS	228				hypothetical protein
JJAGMNAF_00756	CDS	609				hypothetical protein
JJAGMNAF_00757	CDS	195				hypothetical protein
JJAGMNAF_00758	CDS	654				hypothetical protein
JJAGMNAF_00759	CDS	192				hypothetical protein
JJAGMNAF_00760	CDS	831				hypothetical protein
JJAGMNAF_00761	CDS	1038				hypothetical protein
JJAGMNAF_00762	CDS	1443				hypothetical protein
JJAGMNAF_00763	CDS	3297			COG4771	TonB-dependent receptor P3
JJAGMNAF_00764	CDS	999				hypothetical protein
JJAGMNAF_00765	CDS	591	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
JJAGMNAF_00766	CDS	2157	agaA	3.2.1.22		Alpha-galactosidase AgaA
JJAGMNAF_00767	CDS	897	rhaR_1			HTH-type transcriptional activator RhaR
JJAGMNAF_00768	CDS	1956				hypothetical protein
JJAGMNAF_00769	CDS	1947				hypothetical protein
JJAGMNAF_00770	CDS	3138			COG1629	TonB-dependent receptor P26
JJAGMNAF_00771	CDS	2274		3.2.1.-	COG1472	Beta-xylosidase
JJAGMNAF_00772	CDS	2943	lacZ_6	3.2.1.23		Beta-galactosidase
